AK,2014,11.10
AL,2014,9.89
AR,2014,9.66
AZ,2014,9.98
CA,2014,10.29
CO,2014,9.77
CT,2014,9.73
DC,2014,12.23
DE,2014,9.59
FL,2014,8.96
GA,2014,10.12
HI,2014,9.73
IA,2014,10.31
ID,2014,9.55
IL,2014,9.72
IN,2014,10.15
KS,2014,10.40
KY,2014,9.75
LA,2014,10.03
MA,2014,10.36
MD,2014,9.41
ME,2014,8.47
MI,2014,10.13
MN,2014,9.30
MO,2014,9.79
MS,2014,10.39
MT,2014,9.87
NC,2014,9.93
ND,2014,12.71
NE,2014,10.18
NH,2014,9.68
NJ,2014,8.92
NM,2014,9.99
NV,2014,8.98
NY,2014,10.00
OH,2014,9.49
OK,2014,10.12
OR,2014,9.19
PA,2014,9.59
RI,2014,11.10
SC,2014,9.97
SD,2014,10.04
TN,2014,9.64
TX,2014,10.19
UT,2014,11.33
VA,2014,9.96
VT,2014,10.78
WA,2014,9.47
WI,2014,9.78
WV,2014,9.22
WY,2014,9.83
